,Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
16914,Japan,"Rice, paddy",2008,1668,58750,13.31,67786
16915,Japan,Soybeans,2008,1668,58750,15.96,17791
16916,Japan,Soybeans,2008,1668,58750,13.31,17791
16917,Japan,Soybeans,2008,1668,58750,15.98,17791
16918,Japan,Soybeans,2008,1668,58750,15.55,17791
16919,Japan,Soybeans,2008,1668,58750,15.57,17791
16920,Japan,Soybeans,2008,1668,58750,13.31,17791
16921,Japan,Sweet potatoes,2008,1668,58750,15.96,248403
16922,Japan,Sweet potatoes,2008,1668,58750,13.31,248403
16923,Japan,Sweet potatoes,2008,1668,58750,15.98,248403
16924,Japan,Sweet potatoes,2008,1668,58750,15.55,248403
16925,Japan,Sweet potatoes,2008,1668,58750,15.57,248403
16926,Japan,Sweet potatoes,2008,1668,58750,13.31,248403
16927,Japan,Wheat,2008,1668,58750,15.96,42203
16928,Japan,Wheat,2008,1668,58750,13.31,42203
16929,Japan,Wheat,2008,1668,58750,15.98,42203
16930,Japan,Wheat,2008,1668,58750,15.55,42203
16931,Japan,Wheat,2008,1668,58750,15.57,42203
16932,Japan,Wheat,2008,1668,58750,13.31,42203
16933,Japan,Yams,2008,1668,58750,15.96,225093
16934,Japan,Yams,2008,1668,58750,13.31,225093
16935,Japan,Yams,2008,1668,58750,15.98,225093
16936,Japan,Yams,2008,1668,58750,15.55,225093
16937,Japan,Yams,2008,1668,58750,15.57,225093
16938,Japan,Yams,2008,1668,58750,13.31,225093
16939,Japan,Maize,2009,1668,60970.8,15.93,25385
16940,Japan,Maize,2009,1668,60970.8,13.55,25385
16941,Japan,Maize,2009,1668,60970.8,16.02,25385
16942,Japan,Maize,2009,1668,60970.8,15.61,25385
16943,Japan,Maize,2009,1668,60970.8,15.67,25385
16944,Japan,Maize,2009,1668,60970.8,13.55,25385
16945,Japan,Potatoes,2009,1668,60970.8,15.93,295909
16946,Japan,Potatoes,2009,1668,60970.8,13.55,295909
16947,Japan,Potatoes,2009,1668,60970.8,16.02,295909
16948,Japan,Potatoes,2009,1668,60970.8,15.61,295909
16949,Japan,Potatoes,2009,1668,60970.8,15.67,295909
16950,Japan,Potatoes,2009,1668,60970.8,13.55,295909
16951,Japan,"Rice, paddy",2009,1668,60970.8,15.93,65222
16952,Japan,"Rice, paddy",2009,1668,60970.8,13.55,65222
16953,Japan,"Rice, paddy",2009,1668,60970.8,16.02,65222
16954,Japan,"Rice, paddy",2009,1668,60970.8,15.61,65222
16955,Japan,"Rice, paddy",2009,1668,60970.8,15.67,65222
16956,Japan,"Rice, paddy",2009,1668,60970.8,13.55,65222
16957,Japan,Soybeans,2009,1668,60970.8,15.93,15812
16958,Japan,Soybeans,2009,1668,60970.8,13.55,15812
16959,Japan,Soybeans,2009,1668,60970.8,16.02,15812
16960,Japan,Soybeans,2009,1668,60970.8,15.61,15812
16961,Japan,Soybeans,2009,1668,60970.8,15.67,15812
16962,Japan,Soybeans,2009,1668,60970.8,13.55,15812
16963,Japan,Sweet potatoes,2009,1668,60970.8,15.93,253333
16964,Japan,Sweet potatoes,2009,1668,60970.8,13.55,253333
16965,Japan,Sweet potatoes,2009,1668,60970.8,16.02,253333
16966,Japan,Sweet potatoes,2009,1668,60970.8,15.61,253333
16967,Japan,Sweet potatoes,2009,1668,60970.8,15.67,253333
16968,Japan,Sweet potatoes,2009,1668,60970.8,13.55,253333
16969,Japan,Wheat,2009,1668,60970.8,15.93,32367
16970,Japan,Wheat,2009,1668,60970.8,13.55,32367
16971,Japan,Wheat,2009,1668,60970.8,16.02,32367
16972,Japan,Wheat,2009,1668,60970.8,15.61,32367
16973,Japan,Wheat,2009,1668,60970.8,15.67,32367
16974,Japan,Wheat,2009,1668,60970.8,13.55,32367
16975,Japan,Yams,2009,1668,60970.8,15.93,211519
16976,Japan,Yams,2009,1668,60970.8,13.55,211519
16977,Japan,Yams,2009,1668,60970.8,16.02,211519
16978,Japan,Yams,2009,1668,60970.8,15.61,211519
16979,Japan,Yams,2009,1668,60970.8,15.67,211519
16980,Japan,Yams,2009,1668,60970.8,13.55,211519
16981,Japan,Maize,2010,1668,55576,16.12,25642
16982,Japan,Maize,2010,1668,55576,13.82,25642
16983,Japan,Maize,2010,1668,55576,16.01,25642
16984,Japan,Maize,2010,1668,55576,15.8,25642
16985,Japan,Maize,2010,1668,55576,15.87,25642
16986,Japan,Maize,2010,1668,55576,13.82,25642
16987,Japan,Potatoes,2010,1668,55576,16.12,277576
16988,Japan,Potatoes,2010,1668,55576,13.82,277576
16989,Japan,Potatoes,2010,1668,55576,16.01,277576
16990,Japan,Potatoes,2010,1668,55576,15.8,277576
16991,Japan,Potatoes,2010,1668,55576,15.87,277576
16992,Japan,Potatoes,2010,1668,55576,13.82,277576
16993,Japan,"Rice, paddy",2010,1668,55576,16.12,65135
16994,Japan,"Rice, paddy",2010,1668,55576,13.82,65135
16995,Japan,"Rice, paddy",2010,1668,55576,16.01,65135
16996,Japan,"Rice, paddy",2010,1668,55576,15.8,65135
16997,Japan,"Rice, paddy",2010,1668,55576,15.87,65135
16998,Japan,"Rice, paddy",2010,1668,55576,13.82,65135
16999,Japan,Soybeans,2010,1668,55576,16.12,16158
17000,Japan,Soybeans,2010,1668,55576,13.82,16158
17001,Japan,Soybeans,2010,1668,55576,16.01,16158
17002,Japan,Soybeans,2010,1668,55576,15.8,16158
17003,Japan,Soybeans,2010,1668,55576,15.87,16158
17004,Japan,Soybeans,2010,1668,55576,13.82,16158
17005,Japan,Sweet potatoes,2010,1668,55576,16.12,217531
17006,Japan,Sweet potatoes,2010,1668,55576,13.82,217531
17007,Japan,Sweet potatoes,2010,1668,55576,16.01,217531
17008,Japan,Sweet potatoes,2010,1668,55576,15.8,217531
17009,Japan,Sweet potatoes,2010,1668,55576,15.87,217531
17010,Japan,Sweet potatoes,2010,1668,55576,13.82,217531
17011,Japan,Wheat,2010,1668,55576,16.12,27612
17012,Japan,Wheat,2010,1668,55576,13.82,27612
17013,Japan,Wheat,2010,1668,55576,16.01,27612
17014,Japan,Wheat,2010,1668,55576,15.8,27612
17015,Japan,Wheat,2010,1668,55576,15.87,27612
17016,Japan,Wheat,2010,1668,55576,13.82,27612
17017,Japan,Yams,2010,1668,55576,16.12,226963
17018,Japan,Yams,2010,1668,55576,13.82,226963
17019,Japan,Yams,2010,1668,55576,16.01,226963
17020,Japan,Yams,2010,1668,55576,15.8,226963
17021,Japan,Yams,2010,1668,55576,15.87,226963
17022,Japan,Yams,2010,1668,55576,13.82,226963
17023,Japan,Maize,2011,1668,51796.3,15.71,25797
17024,Japan,Maize,2011,1668,51796.3,13.32,25797
17025,Japan,Maize,2011,1668,51796.3,15.62,25797
17026,Japan,Maize,2011,1668,51796.3,15.38,25797
17027,Japan,Maize,2011,1668,51796.3,15.43,25797
17028,Japan,Maize,2011,1668,51796.3,13.32,25797
17029,Japan,Potatoes,2011,1668,51796.3,15.71,294691
17030,Japan,Potatoes,2011,1668,51796.3,13.32,294691
17031,Japan,Potatoes,2011,1668,51796.3,15.62,294691
17032,Japan,Potatoes,2011,1668,51796.3,15.38,294691
17033,Japan,Potatoes,2011,1668,51796.3,15.43,294691
17034,Japan,Potatoes,2011,1668,51796.3,13.32,294691
17035,Japan,"Rice, paddy",2011,1668,51796.3,15.71,66624
17036,Japan,"Rice, paddy",2011,1668,51796.3,13.32,66624
17037,Japan,"Rice, paddy",2011,1668,51796.3,15.62,66624
17038,Japan,"Rice, paddy",2011,1668,51796.3,15.38,66624
17039,Japan,"Rice, paddy",2011,1668,51796.3,15.43,66624
17040,Japan,"Rice, paddy",2011,1668,51796.3,13.32,66624
17041,Japan,Soybeans,2011,1668,51796.3,15.71,16006
17042,Japan,Soybeans,2011,1668,51796.3,13.32,16006
17043,Japan,Soybeans,2011,1668,51796.3,15.62,16006
17044,Japan,Soybeans,2011,1668,51796.3,15.38,16006
17045,Japan,Soybeans,2011,1668,51796.3,15.43,16006
17046,Japan,Soybeans,2011,1668,51796.3,13.32,16006
17047,Japan,Sweet potatoes,2011,1668,51796.3,15.71,227738
17048,Japan,Sweet potatoes,2011,1668,51796.3,13.32,227738
17049,Japan,Sweet potatoes,2011,1668,51796.3,15.62,227738
17050,Japan,Sweet potatoes,2011,1668,51796.3,15.38,227738
17051,Japan,Sweet potatoes,2011,1668,51796.3,15.43,227738
17052,Japan,Sweet potatoes,2011,1668,51796.3,13.32,227738
17053,Japan,Wheat,2011,1668,51796.3,15.71,35286
17054,Japan,Wheat,2011,1668,51796.3,13.32,35286
17055,Japan,Wheat,2011,1668,51796.3,15.62,35286
17056,Japan,Wheat,2011,1668,51796.3,15.38,35286
17057,Japan,Wheat,2011,1668,51796.3,15.43,35286
17058,Japan,Wheat,2011,1668,51796.3,13.32,35286
17059,Japan,Yams,2011,1668,51796.3,15.71,220905
17060,Japan,Yams,2011,1668,51796.3,13.32,220905
17061,Japan,Yams,2011,1668,51796.3,15.62,220905
17062,Japan,Yams,2011,1668,51796.3,15.38,220905
17063,Japan,Yams,2011,1668,51796.3,15.43,220905
17064,Japan,Yams,2011,1668,51796.3,13.32,220905
17065,Japan,Maize,2012,1668,54716.4,15.53,26154
17066,Japan,Maize,2012,1668,54716.4,13.11,26154
17067,Japan,Maize,2012,1668,54716.4,15.54,26154
17068,Japan,Maize,2012,1668,54716.4,15.14,26154
17069,Japan,Maize,2012,1668,54716.4,15.21,26154
17070,Japan,Maize,2012,1668,54716.4,13.11,26154
17071,Japan,Potatoes,2012,1668,54716.4,15.53,307882
17072,Japan,Potatoes,2012,1668,54716.4,13.11,307882
17073,Japan,Potatoes,2012,1668,54716.4,15.54,307882
17074,Japan,Potatoes,2012,1668,54716.4,15.14,307882
17075,Japan,Potatoes,2012,1668,54716.4,15.21,307882
17076,Japan,Potatoes,2012,1668,54716.4,13.11,307882
17077,Japan,"Rice, paddy",2012,1668,54716.4,15.53,67388
17078,Japan,"Rice, paddy",2012,1668,54716.4,13.11,67388
17079,Japan,"Rice, paddy",2012,1668,54716.4,15.54,67388
17080,Japan,"Rice, paddy",2012,1668,54716.4,15.14,67388
17081,Japan,"Rice, paddy",2012,1668,54716.4,15.21,67388
17082,Japan,"Rice, paddy",2012,1668,54716.4,13.11,67388
17083,Japan,Soybeans,2012,1668,54716.4,15.53,17994
17084,Japan,Soybeans,2012,1668,54716.4,13.11,17994
17085,Japan,Soybeans,2012,1668,54716.4,15.54,17994
17086,Japan,Soybeans,2012,1668,54716.4,15.14,17994
17087,Japan,Soybeans,2012,1668,54716.4,15.21,17994
17088,Japan,Soybeans,2012,1668,54716.4,13.11,17994
17089,Japan,Sweet potatoes,2012,1668,54716.4,15.53,225747
17090,Japan,Sweet potatoes,2012,1668,54716.4,13.11,225747
17091,Japan,Sweet potatoes,2012,1668,54716.4,15.54,225747
17092,Japan,Sweet potatoes,2012,1668,54716.4,15.14,225747
17093,Japan,Sweet potatoes,2012,1668,54716.4,15.21,225747
17094,Japan,Sweet potatoes,2012,1668,54716.4,13.11,225747
17095,Japan,Wheat,2012,1668,54716.4,15.53,41004
17096,Japan,Wheat,2012,1668,54716.4,13.11,41004
17097,Japan,Wheat,2012,1668,54716.4,15.54,41004
17098,Japan,Wheat,2012,1668,54716.4,15.14,41004
17099,Japan,Wheat,2012,1668,54716.4,15.21,41004
17100,Japan,Wheat,2012,1668,54716.4,13.11,41004
17101,Japan,Yams,2012,1668,54716.4,15.53,222059
17102,Japan,Yams,2012,1668,54716.4,13.11,222059
17103,Japan,Yams,2012,1668,54716.4,15.54,222059
17104,Japan,Yams,2012,1668,54716.4,15.14,222059
17105,Japan,Yams,2012,1668,54716.4,15.21,222059
17106,Japan,Yams,2012,1668,54716.4,13.11,222059
17107,Japan,Maize,2013,1668,52794.3,16.54,27273
17108,Japan,Maize,2013,1668,52794.3,13.91,27273
17109,Japan,Maize,2013,1668,52794.3,16.3,27273
17110,Japan,Maize,2013,1668,52794.3,16,27273
17111,Japan,Maize,2013,1668,52794.3,16.02,27273
17112,Japan,Maize,2013,1668,52794.3,13.91,27273
17113,Japan,Potatoes,2013,1668,52794.3,16.54,302133
17114,Japan,Potatoes,2013,1668,52794.3,13.91,302133
17115,Japan,Potatoes,2013,1668,52794.3,16.3,302133
17116,Japan,Potatoes,2013,1668,52794.3,16,302133
17117,Japan,Potatoes,2013,1668,52794.3,16.02,302133
17118,Japan,Potatoes,2013,1668,52794.3,13.91,302133
17119,Japan,"Rice, paddy",2013,1668,52794.3,16.54,67280
17120,Japan,"Rice, paddy",2013,1668,52794.3,13.91,67280
17121,Japan,"Rice, paddy",2013,1668,52794.3,16.3,67280
17122,Japan,"Rice, paddy",2013,1668,52794.3,16,67280
17123,Japan,"Rice, paddy",2013,1668,52794.3,16.02,67280
17124,Japan,"Rice, paddy",2013,1668,52794.3,13.91,67280
17125,Japan,Soybeans,2013,1668,52794.3,16.54,15520
17126,Japan,Soybeans,2013,1668,52794.3,13.91,15520
17127,Japan,Soybeans,2013,1668,52794.3,16.3,15520
17128,Japan,Soybeans,2013,1668,52794.3,16,15520
17129,Japan,Soybeans,2013,1668,52794.3,16.02,15520
17130,Japan,Soybeans,2013,1668,52794.3,13.91,15520
17131,Japan,Sweet potatoes,2013,1668,52794.3,16.54,244119
17132,Japan,Sweet potatoes,2013,1668,52794.3,13.91,244119
17133,Japan,Sweet potatoes,2013,1668,52794.3,16.3,244119
17134,Japan,Sweet potatoes,2013,1668,52794.3,16,244119
17135,Japan,Sweet potatoes,2013,1668,52794.3,16.02,244119
17136,Japan,Sweet potatoes,2013,1668,52794.3,13.91,244119
17137,Japan,Wheat,2013,1668,52794.3,16.54,38616
17138,Japan,Wheat,2013,1668,52794.3,13.91,38616
17139,Japan,Wheat,2013,1668,52794.3,16.3,38616
17140,Japan,Wheat,2013,1668,52794.3,16,38616
17141,Japan,Wheat,2013,1668,52794.3,16.02,38616
17142,Japan,Wheat,2013,1668,52794.3,13.91,38616
17143,Japan,Yams,2013,1668,52794.3,16.54,217415
17144,Japan,Yams,2013,1668,52794.3,13.91,217415
17145,Japan,Yams,2013,1668,52794.3,16.3,217415
17146,Japan,Yams,2013,1668,52794.3,16,217415
17147,Japan,Yams,2013,1668,52794.3,16.02,217415
17148,Japan,Yams,2013,1668,52794.3,13.91,217415
17149,Kazakhstan,Maize,1992,250,17182,6.2,31214
17150,Kazakhstan,Maize,1992,250,17182,2.78,31214
17151,Kazakhstan,Potatoes,1992,250,17182,6.2,105923
17152,Kazakhstan,Potatoes,1992,250,17182,2.78,105923
17153,Kazakhstan,"Rice, paddy",1992,250,17182,6.2,39915
17154,Kazakhstan,"Rice, paddy",1992,250,17182,2.78,39915
17155,Kazakhstan,Sorghum,1992,250,17182,6.2,11765
17156,Kazakhstan,Sorghum,1992,250,17182,2.78,11765
17157,Kazakhstan,Soybeans,1992,250,17182,6.2,11919
17158,Kazakhstan,Soybeans,1992,250,17182,2.78,11919
17159,Kazakhstan,Wheat,1992,250,17182,6.2,13324
17160,Kazakhstan,Wheat,1992,250,17182,2.78,13324
17161,Kazakhstan,Maize,1993,250,17182,5.51,32677
17162,Kazakhstan,Maize,1993,250,17182,1.63,32677
17163,Kazakhstan,Potatoes,1993,250,17182,5.51,96200
17164,Kazakhstan,Potatoes,1993,250,17182,1.63,96200
17165,Kazakhstan,"Rice, paddy",1993,250,17182,5.51,36871
17166,Kazakhstan,"Rice, paddy",1993,250,17182,1.63,36871
17167,Kazakhstan,Sorghum,1993,250,17182,5.51,12500
17168,Kazakhstan,Sorghum,1993,250,17182,1.63,12500
17169,Kazakhstan,Soybeans,1993,250,17182,5.51,11269
17170,Kazakhstan,Soybeans,1993,250,17182,1.63,11269
17171,Kazakhstan,Wheat,1993,250,17182,5.51,9178
17172,Kazakhstan,Wheat,1993,250,17182,1.63,9178
17173,Kazakhstan,Maize,1994,250,17182,6.04,22387
17174,Kazakhstan,Maize,1994,250,17182,3.12,22387
17175,Kazakhstan,Potatoes,1994,250,17182,6.04,95739
17176,Kazakhstan,Potatoes,1994,250,17182,3.12,95739
17177,Kazakhstan,"Rice, paddy",1994,250,17182,6.04,27937
17178,Kazakhstan,"Rice, paddy",1994,250,17182,3.12,27937
17179,Kazakhstan,Sorghum,1994,250,17182,6.04,12857
17180,Kazakhstan,Sorghum,1994,250,17182,3.12,12857
17181,Kazakhstan,Soybeans,1994,250,17182,6.04,9667
17182,Kazakhstan,Soybeans,1994,250,17182,3.12,9667
17183,Kazakhstan,Wheat,1994,250,17182,6.04,7490
17184,Kazakhstan,Wheat,1994,250,17182,3.12,7490
17185,Kazakhstan,Maize,1995,250,13535,6.53,19316
17186,Kazakhstan,Maize,1995,250,13535,4.33,19316
17187,Kazakhstan,Potatoes,1995,250,13535,6.53,84589
17188,Kazakhstan,Potatoes,1995,250,13535,4.33,84589
17189,Kazakhstan,"Rice, paddy",1995,250,13535,6.53,21932
17190,Kazakhstan,"Rice, paddy",1995,250,13535,4.33,21932
17191,Kazakhstan,Sorghum,1995,250,13535,6.53,5000
17192,Kazakhstan,Sorghum,1995,250,13535,4.33,5000
17193,Kazakhstan,Soybeans,1995,250,13535,6.53,8845
17194,Kazakhstan,Soybeans,1995,250,13535,4.33,8845
17195,Kazakhstan,Wheat,1995,250,13535,6.53,5748
17196,Kazakhstan,Wheat,1995,250,13535,4.33,5748
17197,Kazakhstan,Maize,1996,250,13047,5.98,16795
17198,Kazakhstan,Maize,1996,250,13047,1.61,16795
17199,Kazakhstan,Potatoes,1996,250,13047,5.98,88347
17200,Kazakhstan,Potatoes,1996,250,13047,1.61,88347
17201,Kazakhstan,"Rice, paddy",1996,250,13047,5.98,26155
17202,Kazakhstan,"Rice, paddy",1996,250,13047,1.61,26155
17203,Kazakhstan,Sorghum,1996,250,13047,5.98,8255
17204,Kazakhstan,Sorghum,1996,250,13047,1.61,8255
17205,Kazakhstan,Soybeans,1996,250,13047,5.98,8437
17206,Kazakhstan,Soybeans,1996,250,13047,1.61,8437
17207,Kazakhstan,Wheat,1996,250,13047,5.98,6835
17208,Kazakhstan,Wheat,1996,250,13047,1.61,6835
17209,Kazakhstan,Maize,1997,250,8112,7.53,18136
17210,Kazakhstan,Maize,1997,250,8112,4.52,18136
17211,Kazakhstan,Potatoes,1997,250,8112,7.53,84078
17212,Kazakhstan,Potatoes,1997,250,8112,4.52,84078
17213,Kazakhstan,"Rice, paddy",1997,250,8112,7.53,30765
17214,Kazakhstan,"Rice, paddy",1997,250,8112,4.52,30765
17215,Kazakhstan,Sorghum,1997,250,8112,7.53,6250
17216,Kazakhstan,Sorghum,1997,250,8112,4.52,6250
17217,Kazakhstan,Soybeans,1997,250,8112,7.53,10445
17218,Kazakhstan,Soybeans,1997,250,8112,4.52,10445
17219,Kazakhstan,Wheat,1997,250,8112,7.53,8449
17220,Kazakhstan,Wheat,1997,250,8112,4.52,8449
17221,Kazakhstan,Maize,1998,250,6416.14,6.94,26780
17222,Kazakhstan,Maize,1998,250,6416.14,3.25,26780
17223,Kazakhstan,Potatoes,1998,250,6416.14,6.94,76679
17224,Kazakhstan,Potatoes,1998,250,6416.14,3.25,76679
17225,Kazakhstan,"Rice, paddy",1998,250,6416.14,6.94,32162
17226,Kazakhstan,"Rice, paddy",1998,250,6416.14,3.25,32162
17227,Kazakhstan,Sorghum,1998,250,6416.14,6.94,7692
17228,Kazakhstan,Sorghum,1998,250,6416.14,3.25,7692
17229,Kazakhstan,Soybeans,1998,250,6416.14,6.94,13359
17230,Kazakhstan,Soybeans,1998,250,6416.14,3.25,13359
17231,Kazakhstan,Wheat,1998,250,6416.14,6.94,5200
17232,Kazakhstan,Wheat,1998,250,6416.14,3.25,5200
17233,Kazakhstan,Maize,1999,250,4720.28,7.09,30168
17234,Kazakhstan,Maize,1999,250,4720.28,3.73,30168
17235,Kazakhstan,Potatoes,1999,250,4720.28,7.09,107532
17236,Kazakhstan,Potatoes,1999,250,4720.28,3.73,107532
17237,Kazakhstan,"Rice, paddy",1999,250,4720.28,7.09,28070
17238,Kazakhstan,"Rice, paddy",1999,250,4720.28,3.73,28070
17239,Kazakhstan,Sorghum,1999,250,4720.28,7.09,50000
17240,Kazakhstan,Sorghum,1999,250,4720.28,3.73,50000
17241,Kazakhstan,Soybeans,1999,250,4720.28,7.09,13000
17242,Kazakhstan,Soybeans,1999,250,4720.28,3.73,13000
17243,Kazakhstan,Wheat,1999,250,4720.28,7.09,12868
17244,Kazakhstan,Wheat,1999,250,4720.28,3.73,12868
17245,Kazakhstan,Maize,2000,250,3024.42,7.26,33350
17246,Kazakhstan,Maize,2000,250,3024.42,3.23,33350
17247,Kazakhstan,Potatoes,2000,250,3024.42,7.26,106383
17248,Kazakhstan,Potatoes,2000,250,3024.42,3.23,106383
17249,Kazakhstan,"Rice, paddy",2000,250,3024.42,7.26,29723
17250,Kazakhstan,"Rice, paddy",2000,250,3024.42,3.23,29723
17251,Kazakhstan,Sorghum,2000,250,3024.42,7.26,65862
17252,Kazakhstan,Sorghum,2000,250,3024.42,3.23,65862
17253,Kazakhstan,Soybeans,2000,250,3024.42,7.26,11343
17254,Kazakhstan,Soybeans,2000,250,3024.42,3.23,11343
17255,Kazakhstan,Wheat,2000,250,3024.42,7.26,9028
17256,Kazakhstan,Wheat,2000,250,3024.42,3.23,9028
17257,Kazakhstan,Maize,2001,250,3007.26,7.23,37125
17258,Kazakhstan,Maize,2001,250,3007.26,3.85,37125
17259,Kazakhstan,Potatoes,2001,250,3007.26,7.23,132897
17260,Kazakhstan,Potatoes,2001,250,3007.26,3.85,132897
17261,Kazakhstan,"Rice, paddy",2001,250,3007.26,7.23,28714
17262,Kazakhstan,"Rice, paddy",2001,250,3007.26,3.85,28714
17263,Kazakhstan,Sorghum,2001,250,3007.26,7.23,31915
17264,Kazakhstan,Sorghum,2001,250,3007.26,3.85,31915
17265,Kazakhstan,Soybeans,2001,250,3007.26,7.23,13561
17266,Kazakhstan,Soybeans,2001,250,3007.26,3.85,13561
17267,Kazakhstan,Wheat,2001,250,3007.26,7.23,11803
17268,Kazakhstan,Wheat,2001,250,3007.26,3.85,11803
17269,Kazakhstan,Maize,2002,250,3361.84,7.4,41370
17270,Kazakhstan,Maize,2002,250,3361.84,4.77,41370
17271,Kazakhstan,Potatoes,2002,250,3361.84,7.4,139278
17272,Kazakhstan,Potatoes,2002,250,3361.84,4.77,139278
17273,Kazakhstan,"Rice, paddy",2002,250,3361.84,7.4,30288
17274,Kazakhstan,"Rice, paddy",2002,250,3361.84,4.77,30288
17275,Kazakhstan,Sorghum,2002,250,3361.84,7.4,14316
17276,Kazakhstan,Sorghum,2002,250,3361.84,4.77,14316
17277,Kazakhstan,Soybeans,2002,250,3361.84,7.4,14955
17278,Kazakhstan,Soybeans,2002,250,3361.84,4.77,14955
17279,Kazakhstan,Wheat,2002,250,3361.84,7.4,10895
17280,Kazakhstan,Wheat,2002,250,3361.84,4.77,10895
17281,Kazakhstan,Maize,2004,250,3802.92,7.52,44575
17282,Kazakhstan,Maize,2004,250,3802.92,4.18,44575
17283,Kazakhstan,Potatoes,2004,250,3802.92,7.52,134485
17284,Kazakhstan,Potatoes,2004,250,3802.92,4.18,134485
17285,Kazakhstan,"Rice, paddy",2004,250,3802.92,7.52,34182
17286,Kazakhstan,"Rice, paddy",2004,250,3802.92,4.18,34182
17287,Kazakhstan,Sorghum,2004,250,3802.92,7.52,17500
17288,Kazakhstan,Sorghum,2004,250,3802.92,4.18,17500
17289,Kazakhstan,Soybeans,2004,250,3802.92,7.52,14630
17290,Kazakhstan,Soybeans,2004,250,3802.92,4.18,14630
17291,Kazakhstan,Wheat,2004,250,3802.92,7.52,8432
17292,Kazakhstan,Wheat,2004,250,3802.92,4.18,8432
17293,Kazakhstan,Maize,2005,250,3666.62,7.07,41546
17294,Kazakhstan,Maize,2005,250,3666.62,4,41546
17295,Kazakhstan,Potatoes,2005,250,3666.62,7.07,150135
17296,Kazakhstan,Potatoes,2005,250,3666.62,4,150135
17297,Kazakhstan,"Rice, paddy",2005,250,3666.62,7.07,33518
17298,Kazakhstan,"Rice, paddy",2005,250,3666.62,4,33518
17299,Kazakhstan,Sorghum,2005,250,3666.62,7.07,20000
17300,Kazakhstan,Sorghum,2005,250,3666.62,4,20000
17301,Kazakhstan,Soybeans,2005,250,3666.62,7.07,16438
17302,Kazakhstan,Soybeans,2005,250,3666.62,4,16438
17303,Kazakhstan,Wheat,2005,250,3666.62,7.07,9480
17304,Kazakhstan,Wheat,2005,250,3666.62,4,9480
17305,Kazakhstan,Maize,2006,250,3926.27,7.65,46317
17306,Kazakhstan,Maize,2006,250,3926.27,3.88,46317
17307,Kazakhstan,Potatoes,2006,250,3926.27,7.65,153851
17308,Kazakhstan,Potatoes,2006,250,3926.27,3.88,153851
17309,Kazakhstan,"Rice, paddy",2006,250,3926.27,7.65,32966
17310,Kazakhstan,"Rice, paddy",2006,250,3926.27,3.88,32966
17311,Kazakhstan,Sorghum,2006,250,3926.27,7.65,24128
17312,Kazakhstan,Sorghum,2006,250,3926.27,3.88,24128
17313,Kazakhstan,Soybeans,2006,250,3926.27,7.65,16578
17314,Kazakhstan,Soybeans,2006,250,3926.27,3.88,16578
17315,Kazakhstan,Wheat,2006,250,3926.27,7.65,11348
17316,Kazakhstan,Wheat,2006,250,3926.27,3.88,11348
17317,Kazakhstan,Maize,2007,250,5575.89,7.78,45636
17318,Kazakhstan,Maize,2007,250,5575.89,4.14,45636
17319,Kazakhstan,Potatoes,2007,250,5575.89,7.78,155792
17320,Kazakhstan,Potatoes,2007,250,5575.89,4.14,155792
17321,Kazakhstan,"Rice, paddy",2007,250,5575.89,7.78,33678
17322,Kazakhstan,"Rice, paddy",2007,250,5575.89,4.14,33678
17323,Kazakhstan,Sorghum,2007,250,5575.89,7.78,4800
17324,Kazakhstan,Sorghum,2007,250,5575.89,4.14,4800
17325,Kazakhstan,Soybeans,2007,250,5575.89,7.78,16959
17326,Kazakhstan,Soybeans,2007,250,5575.89,4.14,16959
17327,Kazakhstan,Wheat,2007,250,5575.89,7.78,12983
17328,Kazakhstan,Wheat,2007,250,5575.89,4.14,12983
17329,Kazakhstan,Maize,2008,250,7044.9,7.25,44042
17330,Kazakhstan,Maize,2008,250,7044.9,4.19,44042
17331,Kazakhstan,Potatoes,2008,250,7044.9,7.25,144356
17332,Kazakhstan,Potatoes,2008,250,7044.9,4.19,144356
17333,Kazakhstan,"Rice, paddy",2008,250,7044.9,7.25,33736
17334,Kazakhstan,"Rice, paddy",2008,250,7044.9,4.19,33736
17335,Kazakhstan,Sorghum,2008,250,7044.9,7.25,3871
17336,Kazakhstan,Sorghum,2008,250,7044.9,4.19,3871
17337,Kazakhstan,Soybeans,2008,250,7044.9,7.25,17326
17338,Kazakhstan,Soybeans,2008,250,7044.9,4.19,17326
17339,Kazakhstan,Wheat,2008,250,7044.9,7.25,9715
17340,Kazakhstan,Wheat,2008,250,7044.9,4.19,9715
17341,Kazakhstan,Maize,2009,250,8716.14,6.77,47500
17342,Kazakhstan,Maize,2009,250,8716.14,3.03,47500
17343,Kazakhstan,Potatoes,2009,250,8716.14,6.77,162092
17344,Kazakhstan,Potatoes,2009,250,8716.14,3.03,162092
17345,Kazakhstan,"Rice, paddy",2009,250,8716.14,6.77,35323
17346,Kazakhstan,"Rice, paddy",2009,250,8716.14,3.03,35323
17347,Kazakhstan,Sorghum,2009,250,8716.14,6.77,5000
17348,Kazakhstan,Sorghum,2009,250,8716.14,3.03,5000
17349,Kazakhstan,Soybeans,2009,250,8716.14,6.77,18002
17350,Kazakhstan,Soybeans,2009,250,8716.14,3.03,18002
17351,Kazakhstan,Wheat,2009,250,8716.14,6.77,11941
17352,Kazakhstan,Wheat,2009,250,8716.14,3.03,11941
